source,target
Bird,Crepuscular
Bird,Nectar_(plant)
Bird,Carrion
Bird,Digestive_system_of_birds
Bird,Crop_(anatomy)
Bird,Gizzard
Animal,Mesostigmatophyceae
Animal,Spirotaenia
Animal,Cryptista
Holocene,Prehistoric_music
Holocene,Alligator_drum
Holocene,Paleolithic_flutes
Holocene,Divje_Babe_Flute
Holocene,Gudi_(instrument)
Holocene,Prehistoric_numerals
Holocene,Evolutionary_origin_of_religions
Holocene,Prehistoric_religion
Sun,Sun_tanning
Sun,Skin_cancer
Sun,Ozone_layer
Sun,Latitude
Sun,Human_skin_color
Earth,Tropic_of_Cancer
Earth,Southern_Hemisphere
Earth,Tropic_of_Capricorn
Earth,Winter
Earth,Arctic_Circle
Earth,Antarctic_Circle
Season,Circadian_rhythm
Season,Dating_methodologies_in_archaeology
Season,Time_geography
Season,Carpe_diem
Season,Clock_position
Season,Space
Bird,Avian_foraging
Bird,Gleaning_(birds)
Bird,Pest_(organism)
Bird,Insect
Bird,Biological_pest_control
Bird,Sunbird
Animal,Endohelea
Animal,Palpitomonas
Animal,Katablepharid
Animal,Cryptophyta
Animal,Ancoracysta_twista
Animal,Haptista
Holocene,Entheogenic_drugs_and_the_archaeological_record
Holocene,Prehistoric_warfare
Holocene,Diepkloof_Rock_Shelter
Holocene,Holocene
Sun,Terrestrial_planets
Sun,Gas_giants
Sun,Jupiter
Sun,Saturn
Sun,Ice_giants
Sun,Uranus
Sun,Neptune
Sun,Dwarf_planet
Earth,Polar_night
Earth,Midnight_sun
Earth,Equinox
Earth,Winter_solstice
Earth,Summer_solstice
Season,System_time
Season,Tempus_fugit
Season,Time_capsule
Season,Time_complexity
Season,Time_signature
Season,Time_travel
Bird,Lories_and_lorikeets
Animal,Centroheliozoa
Animal,Haptophyta
Animal,SAR_supergroup
Animal,Halvaria
Animal,Alveolate
Animal,Ciliate
Sun,Asteroid_belt
Sun,Comets
Sun,Sumer
Earth,September_equinox
Earth,Nutation
Earth,Axial_precession
Earth,Tropical_year
Earth,Polar_motion
Earth,Quasiperiodic_motion
Earth,Chandler_wobble
Earth,Perihelion
Earth,Aphelion
Earth,Milankovitch_cycles
Bird,Coevolution
Bird,Shorebird
Bird,Diving_duck
Bird,Auks
Bird,Sulidae
Bird,Tern
Bird,Flamingo
Animal,Chromerida
Animal,Colpodellida
Animal,Sporozoa
Animal,Perkinsozoa
Animal,Dinophyta
Sun,Utu
Sun,Inanna
Sun,Queen_of_Heaven_(antiquity)
Earth,Orbit_of_the_Moon
Earth,Satellite_system_(astronomy)
Earth,Claimed_moons_of_Earth
Season,Template_talk:K%C3%B6ppen
Season,K%C3%B6ppen_climate_classification
Season,Tropical_rainforest_climate
Season,Tropical_monsoon_climate
Season,Tropical_savanna_climate
Bird,Prion_(bird)
Bird,Filter_feeder
Bird,Geese
Animal,Heterokont
Animal,Bicosoecid
Animal,Bigyromonadea
Animal,Hyphochytriomycota
Sun,East_Semitic
Sun,Shamash
Sun,Iconography
Sun,Fourth_Dynasty
Sun,New_Kingdom_of_Egypt
Sun,Dung_beetle
Sun,Aten
Sun,Amarna_Period
Earth,Co-orbital_moon
Earth,Co-orbital_configuration
Earth,Temporary_satellite
Earth,Lunar_theory
Earth,Semi-major_axis
Earth,Terrestrial_planet
Earth,Charon_(moon)
Earth,Dwarf_planet
Season,Desert_climate
Season,Semi-arid_climate
Season,Humid_subtropical_climate
Season,Mediterranean_climate
Bird,Dabbling_duck
Bird,Frigatebird
Bird,Skua
Bird,Kleptoparasitism
Bird,Great_frigatebird
Bird,Masked_booby
Bird,Scavenger
Animal,Ochrophyta
Animal,Oomycota
Animal,Opalinata
Sun,Akhenaton
Sun,Proto-Indo-European_religion
Sun,Sun_deity
Sun,S%C3%B3l_(sun)
Sun,Sanskrit
Sun,Surya
Sun,Sulis
Sun,Saul%C4%97
Sun,Ancient_Greek_religion
Earth,Pluto
Earth,Giant-impact_hypothesis
Earth,Tidal_locking
Earth,Lunar_phase
Earth,Microsecond
Earth,Ediacaran
Earth,Paleontology
Earth,Torque
Earth,Angular_size
Season,Humid_continental_climate
Season,Subarctic_climate
Season,Tundra
Season,Ice_cap_climate
Season,Alpine_climate
Season,Template_talk:Climate_oscillations
Season,Climate_oscillation
Season,Antarctic_Circumpolar_Wave
Bird,Vulture
Bird,Corvid
Bird,Sweat_gland
Bird,Salt_gland
Bird,Columbidae
Bird,Estrildidae
Bird,Coliidae
Animal,Pirsoniales
Animal,Placidozoa
Animal,Platysulcidae
Animal,Sagenista
Animal,Rhizaria
Animal,Filosa
Sun,Helen_of_Troy
Sun,Syncretism
Sun,Apollo
Sun,Bible
Sun,Christianity
Sun,Messiah
Sun,Christ
Sun,Sabbath
Earth,Solid_angle
Earth,Near-Earth_object
Earth,Tracy_Caldwell_Dyson
Earth,ISS
Earth,Horseshoe_orbit
Earth,Trojan_(celestial_body)
Earth,469219_Kamo%CA%BBoalewa
Earth,Earth_trojan
Season,Antarctic_oscillation
Season,Arctic_dipole_anomaly
Season,Arctic_oscillation
Season,Atlantic_Equatorial_mode
Season,Atlantic_multidecadal_oscillation
Season,Bond_event
Season,Cataclysmic_pole_shift_hypothesis
Season,Dansgaard%E2%80%93Oeschger_event
Bird,Turnicidae
Bird,Otididae
Bird,Sandgrouse
Bird,Crop_milk
Bird,Preening
Bird,Ectoparasitic
Bird,Bird_louse
Animal,Retaria
Animal,Endomyxa
Animal,Telonemia
Animal,Discoba
Animal,Jakobea
Animal,Tsukubea
Animal,Discicristata
Animal,Euglenozoa
Animal,Percolozoa
Sun,Winter_solstice
Sun,Tonatiuh
Sun,Human_sacrifice
Sun,Amaterasu
Sun,Shinto
Sun,List_of_Emperors_of_Japan
Sun,Advanced_Composition_Explorer
Sun,Antisolar_point
Sun,List_of_brightest_stars
Earth,2010_TK7
Earth,Libration
Earth,Lagrangian_point
Earth,Near-Earth_asteroid
Season,Diurnal_cycle
Season,Diurnal_temperature_variation
Bird,Bird_migration
Animal,Loukozoa
Animal,Ancyromonadida
Animal,Malawimonadea
Animal,Metamonada
Animal,Anaeromonada
Animal,Trichozoa
Animal,Podiata
Sun,Sun_dogs
Sun,Sun_path
Sun,Sun-Earth_Day
Sun,Sungazing
Sun,Timeline_of_the_far_future
Sun,Japan
Sun,Flag_of_Japan
Sun,Short_scale
Sun,Astronomy
Earth,2006_RH120
Earth,Satellite
Earth,Vanguard_1
Earth,International_Space_Station
Earth,Water_cycle
Earth,Metric_ton
Season,El_Ni%C3%B1o%E2%80%93Southern_Oscillation
Season,El_Ni%C3%B1o
Season,La_Ni%C3%B1a
Season,Equatorial_Indian_Ocean_oscillation
Season,Ice_age
Season,Indian_Ocean_Dipole
Season,Madden%E2%80%93Julian_oscillation
Season,North_Atlantic_oscillation
Bird,Canada_geese
Bird,V_formation
Animal,Amoebozoa
Animal,Conosa
Animal,Archamoebae
Animal,Semiconosia
Animal,Lobosa
Animal,Cutosea
Sun,Hydrothermal_vent_communities
Sun,Chemosynthesis
Sun,Lexico
Sun,Oxford_University_Press
Sun,Celestial_Mechanics_and_Dynamical_Astronomy
Sun,NASA_Goddard_Space_Flight_Center
Sun,Cambridge_University_Press
Earth,Saline_water
Earth,Ice_cap
Earth,Glacier
Earth,Ice_formation
Earth,Alpine_glaciers
Earth,Ice_sheets
Earth,U-shaped_valley
Season,North_Pacific_Oscillation
Season,Orbital_forcing
Season,Pacific_decadal_oscillation
Season,Pacific_Meridional_Mode
Season,Pacific%E2%80%93North_American_teleconnection_pattern
Season,Quasi-biennial_oscillation
Season,Solar_cycle
Season,True_polar_wander
Bird,Season
Bird,Waterbird
Bird,Temperate
Bird,Polar_region
Bird,Tropical
Bird,Bar-tailed_godwit
Bird,Sooty_shearwater
Animal,Discosea
Animal,Tubulinea
Animal,Apusomonadida
Animal,Breviatea
Animal,Holomycota
Animal,Cristidiscoidea
Sun,The_Astrophysical_Journal_Supplement_Series
Sun,Astronomy_and_Astrophysics
Sun,Astronomy_%26_Geophysics
Sun,Physics_Reports
Sun,Science_(journal)
Sun,HarperCollins
Earth,Sea_ice
Earth,Salinity
Earth,Heat_reservoir
Earth,El_Ni%C3%B1o%E2%80%93Southern_Oscillation
Season,Season
Bird,New_Zealand
Bird,Chile
Bird,Alaska
Bird,California
Bird,Southern_Ocean
Bird,Finch
Animal,Zoosporia
Animal,Opisthosporidia
Animal,Fungus
Animal,Ichthyosporea
Sun,Astrophysical_Journal_Letters
Sun,Nature_(journal)
Sun,Space_Science_Reviews
Sun,US_Naval_Observatory
Sun,Simon_%26_Schuster
Sun,Springer_Science%2BBusiness_Media
Sun,The_Guardian
Earth,Atmosphere_of_Earth
Earth,Cloud_cover
Earth,NASA
Earth,Moderate-Resolution_Imaging_Spectroradiometer
Bird,Altitudinal_migration
Bird,Territory_(animal)
Animal,Pluriformea
Animal,Corallochytrea
Sun,Stanford_University
Sun,Optics_%26_Photonics_News
Sun,Australian_Broadcasting_Corporation
Sun,Meteoritics_%26_Planetary_Science
Sun,Monthly_Notices_of_the_Royal_Astronomical_Society
Earth,Scale_height
Earth,Troposphere
Bird,True_parrots
Bird,Family_(biology)
Bird,Manx_shearwater
Animal,Filasterea
Animal,CRuMs
Sun,Meteoritics_(journal)
Sun,The_Astrophysical_Journal
Sun,Marshall_Space_Flight_Center
Sun,Journal_of_Physics:_Conference_Series
Earth,Oxygen_catastrophe
Earth,Ozone%E2%80%93oxygen_cycle
Earth,Ultraviolet
Earth,Solar_radiation
Earth,Meteor
Earth,Greenhouse_effect
Bird,Boston
Bird,Skomer
Bird,Sun
Animal,Collodictyonidae
Animal,Mantamonadidae
Animal,Rigifilida
Sun,Princeton_University_Press
Sun,AIP_Conference_Proceedings
Sun,CRC_Press
Sun,Bulletin_of_the_Astronomical_Society_of_India
Sun,The_Astrophysical_Journal_Letters
Earth,Thermal_energy
Earth,Nitrous_oxide
Earth,Ozone
Bird,Chronobiology
Bird,Constellation
Bird,Polaris
Bird,Geomagnetism
Bird,Photoreceptor_cell
Bird,Bird_vocalisation
Bird,House_wren
Animal,Hemimastigophora
Animal,Spironemidae
Animal,Incertae_sedis
Animal,Acritarch
Animal,Rangeomorpha
Animal,Grypania
Animal,Gunflint_chert
Sun,Current_Science
Sun,George_Siscoe
Sun,American_Geophysical_Union
Sun,Journal_of_Geophysical_Research
Earth,Weather
Earth,Hurricane_Felix
Earth,Mojave_Desert
Bird,Tooth-billed_bowerbird
Bird,Spangled_drongo
Animal,Protist
Animal,Template_talk:Nature
Animal,Nature
Animal,Universe
Animal,Space
Sun,Solar_Physics_(journal)
Sun,Physical_Review_D
Sun,Springer-Verlag
Sun,Goddard_Space_Flight_Center
Sun,PhysOrg
Sun,CNN
Sun,John_A._Eddy
Earth,Trade_winds
Earth,Westerlies
Earth,Ocean_current
Bird,Animal_communication
Bird,Sound
Bird,Coenocorypha
Bird,Snipe
Bird,Palm_cockatoo
Bird,Red-billed_quelea
Bird,Flock_(birds)
Animal,Time
Sun,Geophysical_Research_Letters
Sun,Springer_(publisher)
Sun,Journal_of_Atmospheric_and_Solar%E2%80%93Terrestrial_Physics
Sun,New_Scientist
Sun,Wayback_Machine
Sun,Annual_Review_of_Astronomy_and_Astrophysics
Earth,Thermohaline_circulation
Earth,Tropics
Earth,Subtropics
Earth,Temperate
Earth,Polar_region
Bird,Safety_in_numbers
Bird,Ambush_predation
Bird,Mixed-species_feeding_flock
Bird,Dolphin
Bird,Tuna
Bird,Mutualism_(biology)
Bird,Dwarf_mongoose
Bird,Birds_of_prey
Bird,Slow-wave_sleep
Bird,Cerebral_hemisphere
Animal,Energy
Animal,Matter
Animal,Particle
Animal,Chemical_element
Animal,Earth
Animal,Earth_science
Animal,History_of_Earth
Sun,Astrophysical_Journal
Earth,Continentality
Earth,San_Francisco
Earth,Washington_DC
Earth,Lapse_rate
Earth,K%C3%B6ppen_climate_classification
Earth,Tropical_climate
Bird,Predator
Bird,Marine_mammal
Bird,Communal_roosting
Animal,Geological_history_of_Earth
Animal,Structure_of_the_Earth
Animal,Geology
Animal,Plate_tectonics
Animal,Ocean
Sun,Astronomische_Nachrichten
Sun,Revista_Mexicana_de_Astronom%C3%ADa_y_Astrof%C3%ADsica
Sun,MNRAS
Sun,International_Journal_of_Astrobiology
Sun,The_Astronomical_Journal
Sun,Classical_Philology_(journal)
Earth,Arid
Earth,Humid_subtropical_climate
Earth,Continental_climate
Earth,Polar_climate
Earth,Highest_temperature_recorded_on_Earth
Earth,Hot_desert
Earth,Death_Valley_National_Park
Bird,Beak
Animal,Gaia_hypothesis
Animal,Future_of_Earth
Animal,Weather
Animal,Meteorology
Animal,Atmosphere_of_Earth
Sun,University_of_Cairo
Sun,Isis_(journal)
Sun,Macmillan%27s_Magazine
Sun,Stephen_Hawking
Sun,Physical_Review
Sun,Reviews_of_Modern_Physics
Earth,Lowest_temperature_recorded_on_Earth
Earth,Antarctica
Earth,Full_moon
Earth,Stratosphere
Earth,Mesosphere
Earth,Thermosphere
Earth,Exosphere
Bird,Loriculus
Bird,Torpor
Bird,Adaptation
Animal,Climate
Animal,Cloud
Animal,Rain
Animal,Snow
Animal,Sunlight
Animal,Tide
Animal,Wind
Sun,Encyclopedia_Astronautica
Sun,NASA
Sun,Japan_Aerospace_Exploration_Agency
Sun,Large_Angle_and_Spectrometric_Coronagraph
Sun,US_Naval_Research_Laboratory
Sun,Jet_Propulsion_Laboratory
Sun,California_Institute_of_Technology
Sun,Nuclear_Instruments_and_Methods_in_Physics_Research_B
Earth,K%C3%A1rm%C3%A1n_line
Earth,Outer_space
Earth,Atmospheric_escape
Earth,Molecular_mass
Earth,Redox
Bird,Owlet-nightjar
Bird,Woodswallow
Bird,Common_poorwill
Bird,Hibernation
Bird,Urohidrosis
Bird,Seabird_breeding_behaviour
Bird,Sexual_selection_in_birds
Bird,Raggiana_bird-of-paradise
Animal,Tornado
Animal,Tropical_cyclone
Animal,Natural_environment
Animal,Ecosystem
Animal,Field_(physics)
Animal,Radiation
Animal,Wilderness
Animal,Wildfire
Sun,Bulletin_of_Mathematical_Biophysics
Sun,Eye_(journal)
Sun,British_Journal_of_Ophthalmology
Sun,Plenum_Press
Sun,PLOS_Biology
Earth,Fungus
Earth,Ecosystem
Earth,Biome
Earth,Elevation
Earth,Humidity
Earth,Tundra
Earth,Alpine_tundra
Bird,Paternal_care
Bird,Parental_investment
Bird,Extra-pair_copulation
Bird,Forced_copulation
Bird,Polygyny
Bird,Polyandry
Bird,Polygamy
Bird,Polygynandry
Animal,Life
Animal,Abiogenesis
Animal,Evolutionary_history_of_life
Animal,Biosphere
Sun,J._P._Mallory
Sun,Douglas_Q._Adams
Sun,Thames_%26_Hudson
Sun,Walter_Burkert
Sun,Chelsea_House_Publishers
Sun,Scholarpedia
Sun,The_Boston_Globe
Sun,YouTube
Earth,Desert
Earth,Latitudinal_gradients_in_species_diversity
Earth,Tropical_rainforest
Earth,Number_of_species
Earth,Species_description
Bird,Promiscuity
Bird,Lek_(mating_arena)
Bird,Phalaropes
Bird,Courtship_feeding
Bird,Billing_(birds)
Bird,Bird_colony
Bird,Amniotic_egg
Animal,Biological_organisation
Animal,Biology
Animal,Astrobiology
Animal,Biodiversity
Animal,Organism
Animal,Flora
Animal,Plant
Animal,Prokaryote
Animal,Bacteria
Sun,Template_talk:The_Sun
Sun,Radiation_zone
Earth,Planetary_habitability
Earth,Organic_compound
Bird,Calcium_carbonate
Bird,Camouflage
Bird,Brood_parasites
Animal,Virus
Animal,Template_talk:Life_on_Earth
Animal,Acidobacteria
Animal,Actinobacteria
Sun,Stellar_atmosphere
Sun,Facula
Sun,Plage_(astronomy)
Sun,Moreton_wave
Sun,Coronal_mass_ejection
Earth,Metabolism
Earth,Nutrient
Earth,Tropical_cyclone
Bird,Golden-backed_weaver
Bird,Common_guillemot
Bird,Emperor_penguin
Bird,Precocial
Animal,Aquificae
Animal,Bacteroidetes
Sun,Helmet_streamer
Sun,Supra-arcade_downflows
Sun,Wolf_number
Sun,Helioseismology
Sun,Bow_shock
Sun,Heliophysics
Earth,Hurricane
Earth,Typhoon
Earth,Landslide
Earth,Tsunami
Earth,Tornado
Earth,Blizzard
Earth,Wildfire
Bird,Eastern_phoebe
Bird,Brown-headed_cowbird
Bird,Egg_incubation
Animal,Chlamydiae
Animal,Green_sulfur_bacteria
Animal,Chloroflexi_(phylum)
Animal,Chrysiogenetes
Sun,List_of_solar_deities
Sun,Solar_activity
Sun,Solar_astronomy
Sun,Solar_neutrino
Sun,Solar_observation
Sun,Solar_physics
Sun,Solar_radio_emission
Earth,Pollution
Earth,Acid_rain
Earth,Overgrazing
Earth,Deforestation
Earth,Desertification
Earth,Extinction
Earth,Soil_degradation
Bird,Megapode
Bird,Cuckoo
Bird,Ruby-throated_hummingbird
Bird,Greater_roadrunner
Animal,Cyanobacteria
Animal,Deferribacteres
Animal,Deinococcus%E2%80%93Thermus
Animal,Dictyoglomi
Animal,Fibrobacteres
Animal,Firmicutes
Sun,Solar_telescope
Sun,Solar_time
Sun,Space_climate
Sun,Template_talk:Sun_spacecraft
Sun,Deep_Space_Climate_Observatory
Earth,Soil_depletion
Earth,Erosion
Earth,Scientific_consensus
Earth,Global_warming
Earth,Retreat_of_glaciers_since_1850
Earth,Sea_level_rise
Earth,Human_geography
Bird,Turkey_vulture
Bird,Laysan_albatross
Bird,Magellanic_penguin
Bird,Golden_eagle
Bird,Wild_turkey
Bird,Parental_care_in_birds
Bird,Altricial
Bird,Blindness
Bird,Calliope_hummingbird
Animal,Fusobacteria
Animal,Gemmatimonadetes
Animal,Nitrospirae
Animal,Planctomycetes
Sun,Interface_Region_Imaging_Spectrograph
Sun,Miniature_X-ray_Solar_Spectrometer_CubeSat
Sun,SOLAR_(ISS)
Sun,Solar_Orbiter
Sun,Wind_(spacecraft)
Earth,North_America
Earth,South_America
Earth,Europe
Earth,Africa
Bird,White-breasted_woodswallow
Bird,Fledge
Bird,Breeding_pair
Bird,Corvida
Bird,Corvidae
Animal,Proteobacteria
Animal,Spirochaete
Animal,Thermodesulfobacteria
Animal,Thermomicrobia
Animal,Thermotogae
Animal,Verrucomicrobia
Sun,European_Retrievable_Carrier
Sun,ESRO_2B
Sun,GOES_13
Earth,Asia
Earth,Australia_(continent)
Earth,Template_talk:World_map_indicating_continents
Earth,Sub-Saharan_Africa
Earth,State_(polity)
Earth,Terra_nullius
Bird,Australian_magpie
Animal,Crenarchaeota
Animal,Euryarchaeota
Animal,Korarchaeota
Animal,Nanoarchaeota
Animal,Archaeal_Richmond_Mine_acidophilic_nanoorganisms
Animal,Heterokontophyta
Sun,Helios_(spacecraft)
Sun,Hinotori_(satellite)
Sun,ISEE-1
Sun,ISEE-2
Sun,International_Cometary_Explorer
Sun,Koronas-Foton
Sun,Orbiting_Solar_Observatory
Earth,United_Nations
Earth,Intergovernmental_organization
Earth,Yuri_Gagarin
Earth,Apollo_program
Earth,List_of_International_Space_Station_expeditions
Earth,Apollo_13
Bird,Fairy-wren
Bird,Rifleman_(bird)
Bird,Red_kite
Bird,Division_of_labour
Bird,Synthliboramphus
Bird,Ancient_murrelet
Animal,Ciliophora
Animal,Apicomplexa
Animal,Dinoflagellata
Animal,Radiolaria
Animal,Foraminifera
Sun,OSO_1
Sun,OSO_2
Sun,OSO_B
Sun,OSO_3
Sun,OSO_4
Sun,OSO_5
Sun,OSO_6
Earth,Land_use
Earth,Non-renewable_resource
Earth,Fossil_fuel
Earth,Coal
Earth,Petroleum
Earth,Natural_gas
Earth,Ore
Bird,Brood_parasite
Bird,Reed_warbler
Bird,Common_cuckoo
Bird,Brood_parasitism
Bird,Conspecific
Animal,Cercozoa
Animal,Excavata
Animal,Chytridiomycota
Animal,Blastocladiomycota
Animal,Neocallimastigomycota
Animal,Glomeromycota
Sun,OSO_7
Sun,OSO_8
Bird,Honeyguide
Bird,Icterid
Bird,Black-headed_duck
Animal,Zygomycota
Sun,Solwind
Sun,Picard_(satellite)
Sun,Pioneer_5
Sun,"Pioneer_6,_7,_8,_and_9"
Sun,PROBA-2
Sun,Reuven_Ramaty_High_Energy_Solar_Spectroscopic_Imager
Earth,Ore_genesis
Bird,Fisherian_runaway
Bird,Evolution
Bird,Mating
Bird,Peafowl
Bird,Sexual_selection
Bird,Courtship_behavior
Bird,Inbreeding_depression
Animal,Ascomycota
Animal,Basidiomycota
Animal,Glaucophyta
Animal,Rhodophyta
Animal,Charophyta
Animal,Marchantiophyta
Animal,Anthocerotophyta
Sun,TRACE
Sun,Ulysses_(spacecraft)
Sun,Aditya-L1
Sun,PROBA-3
Sun,Polarimeter_to_Unify_the_Corona_and_Heliosphere
Sun,Tandem_Reconnection_and_Cusp_Electrodynamics_Reconnaissance_Satellites
Sun,Space_Weather_Follow-On_L1
Bird,Zebra_finch
Bird,Sibling
Bird,Darwin%27s_finches
Bird,Inbreeding_avoidance
Animal,Moss
Animal,Lycopodiophyta
Animal,Pteridophyta
Animal,Cycadophyta
Animal,Ginkgophyta
Animal,Pinophyta
Animal,Gnetophyta
Animal,Flowering_plant
Animal,Arthropoda
Sun,Solar_Cruiser
Sun,ADAHELI
Sun,Lagrange_(spacecraft)
Earth,Magmatism
Earth,Metal
Earth,Mining
Earth,Wood
Earth,Pharmaceutical
Bird,Purple-crowned_fairywren
Bird,Great_tit
Bird,Southern_pied_babbler
Bird,Cooperative_breeding
Bird,Outcrossing
Bird,Gran_Canaria_blue_chaffinch
Animal,Gastrotricha
Animal,Gnathostomulida
Animal,Micrognathozoa
Animal,Cycliophora
Sun,Science-Enabling_Technologies_for_Heliophysics
Sun,Sundiver_(space_mission)
Sun,AOSO
Sun,Pioneer_H
Sun,Solar_Sentinels
Sun,Pioneer_E
Sun,OSO_C
Earth,Topsoil
Earth,Percentage_point
Earth,Building_material
Earth,Earth_in_culture
Earth,Earthrise
Earth,William_Anders
Earth,Apollo_8
Bird,Pinus_canariensis
Bird,Forest_canopy
Bird,Insectivore
Bird,Frugivore
Bird,Nectarivore
Bird,Avivore
Bird,Kerer%C5%AB
Animal,Brachiopoda
Animal,Parakaryon_myojinensis
Animal,Template_talk:Organisms_et_al.
Animal,Non-cellular_life
Animal,Mitochondrion
Animal,Plastid
Animal,Eukaryota
Sun,Solar_Radiation_and_Climate_Experiment
Sun,Solar_X-ray_Imager
Sun,ACRIMSAT
Sun,List_of_heliophysics_missions
Sun,Template_talk:Solar_System
Sun,Sun
Sun,Moons_of_Mars
Earth,Culture
Earth,Astronomical_symbols
Earth,Circumscribed_circle
Earth,Four_corners_of_the_world
Earth,Personification
Earth,Deity
Earth,Mother_goddess
Bird,Kokako
Bird,Avian_ecology_field_methods
Bird,Birds_in_culture
Animal,Animalia
Animal,Fungi
Animal,Plantae
Animal,Nanobacterium
Animal,Viroid
Animal,Satellite_(biology)
Sun,Ceres_(dwarf_planet)
Sun,Moons_of_Jupiter
Sun,Rings_of_Jupiter
Sun,Moons_of_Saturn
Sun,Rings_of_Saturn
Sun,Moons_of_Uranus
Earth,Fertility_deity
Earth,Creation_myth
Earth,Flat_Earth
Earth,Ancient_Greece
Earth,Spherical_Earth
Earth,Pythagoras
Earth,Parmenides
Earth,Geocentric_model
Bird,Industrial_farming
Bird,Borana_people
Bird,Commensalism
Bird,Bird_strike
Bird,Hunting
Bird,Avian_lead_poisoning
Bird,Pesticide
Bird,Roadkill
Bird,Wind_turbine
Animal,Virophage
Animal,Virusoid
Animal,Duplodnaviria
Animal,Monodnaviria
Animal,Riboviria
Animal,Varidnaviria
Sun,Rings_of_Uranus
Sun,Moons_of_Neptune
Sun,Rings_of_Neptune
Sun,Pluto
Sun,Moons_of_Pluto
Sun,Haumea
Sun,Moons_of_Haumea
Sun,Makemake
Sun,2015_(136472)_1
Earth,Heliocentrism
Earth,Earth%27s_age
Earth,"William_Thomson,_1st_Baron_Kelvin"
Earth,Thermodynamics
Earth,Celestial_sphere
Earth,Earth_phase
Bird,Cat
Bird,Dog
Bird,Psittacosis
Bird,Salmonellosis
Animal,Ligamenvirales
Animal,Alphasatellitidae
Animal,Ampullaviridae
Animal,Anelloviridae
Animal,Avsunviroidae
Animal,Baculoviridae
Animal,Bicaudaviridae
Sun,Kuiper_belt
Sun,Eris_(dwarf_planet)
Sun,Dysnomia_(moon)
Sun,Scattered_disc
Sun,Hills_cloud
Sun,Oort_cloud
Sun,Planet
Earth,Earth_physical_characteristics_tables
Earth,Earth_science
Earth,Outline_of_Earth
Earth,Timeline_of_natural_history
Earth,Timeline_of_the_far_future
Earth,Secular_phenomena
Bird,Campylobacteriosis
Bird,Tuberculosis
Bird,Avian_influenza
Bird,Giardiasis
Bird,Cryptosporidiosis
Bird,Zoonosis
Bird,Domesticated_turkey
Bird,Domestic_duck
Animal,Clavaviridae
Animal,Finnlakeviridae
Animal,Fuselloviridae
Animal,Globuloviridae
Animal,Guttaviridae
Animal,Halspiviridae
Animal,Hytrosaviridae
Animal,Nimaviridae
Animal,Nudiviridae
Animal,Ovaliviridae
Sun,Terrestrial_planet
Sun,Giant_planet
Sun,Natural_satellite
Sun,Claimed_moons_of_Earth
Earth,Frequency
Earth,Circumference
Earth,Ice_shelf
Earth,Vertical_datum
Earth,Vector_Map
Earth,Wayback_Machine
Earth,Greenland
Earth,Billiard_ball
Earth,Great_Plains
Bird,Domestic_goose
Bird,Pheasant
Bird,Dove
Bird,Partridge
Bird,Grouse
Bird,Woodcock
Bird,Muttonbirding
Bird,War_of_the_Pacific
Bird,Parrot_(family)
Bird,Myna
Animal,Plasmaviridae
Animal,Polydnaviridae
Animal,Portogloboviridae
Animal,Pospiviroidae
Animal,Spiraviridae
Animal,Thaspiviridae
Animal,Tolecusatellitidae
Sun,Phobos_(moon)
Sun,Deimos_(moon)
Sun,Ganymede_(moon)
Sun,Callisto_(moon)
Sun,Io_(moon)
Earth,Abyssal_plain
Earth,Somali_Plate
Earth,Journal_of_African_Earth_Sciences
Earth,Hill_radius
Earth,Genome_Biology
Earth,Clabon_Allen
Earth,Union_of_Concerned_Scientists
Bird,Aviculture
Bird,Endangered_species
Bird,Falcon
Bird,Falconry
Bird,Cormorant_fishing
Bird,Messenger_pigeon
Bird,World_War_II
Bird,Pigeon_racing
Animal,Tristromaviridae
Animal,Deltavirus
Animal,Dinodnavirus
Animal,Rhizidiovirus
Animal,Nanobe
Sun,Europa_(moon)
Sun,Titan_(moon)
Sun,Rhea_(moon)
Sun,Iapetus_(moon)
Sun,Dione_(moon)
Sun,Tethys_(moon)
Sun,Enceladus
Sun,Mimas_(moon)
Earth,World_Geodetic_System
Earth,National_Geospatial-Intelligence_Agency
Earth,Anny_Cazenave
Earth,United_States_Department_of_Commerce
Earth,National_Institute_of_Standards_and_Technology
Earth,WMO
Earth,Arizona_State_University
Earth,Earth_System_Research_Laboratory
Bird,Birding
Bird,Bird_feeder
Bird,Bird_feeding
Bird,Master_of_the_Playing_Cards
Bird,Deity
Bird,Makemake_(mythology)
Animal,Biological_dark_matter
Animal,Bio-like_structure
Animal,Cancer_cell
Animal,HeLa
Animal,Clonally_transmissible_cancer
Animal,Cosmid
Sun,Hyperion_(moon)
Sun,Phoebe_(moon)
Sun,Titania_(moon)
Sun,Oberon_(moon)
Sun,Umbriel_(moon)
Sun,Ariel_(moon)
Sun,Miranda_(moon)
Sun,Triton_(moon)
Sun,Proteus_(moon)
Sun,Nereid_(moon)
Earth,National_Oceanic_and_Atmospheric_Administration
Earth,Rudolf_Simek
Earth,Boydell_%26_Brewer
Earth,Lunar_and_Planetary_Institute
Earth,Universities_Space_Research_Association
Bird,Tangata_manu
Bird,Easter_Island
Bird,Hugin_and_Munin
Bird,Common_raven
Bird,Norse_god
Bird,Odin
Bird,History_of_Italy
Bird,Etruscan_mythology
Bird,Ancient_Rome
Animal,Defective_interfering_particle
